@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
3,0,false,true,0.5384615384615384,14,125,true,4,0.0,0.14285714285714285,true,false,false,false,false,5,0.5533689281990436,0.10000894534394847,0.008928571428571428,8.94534394847482E-5,0.0,0.04611324805438769,0.010152965381518919,11,1.0,0.0,0.0,0.0,unrefactored
3,0,true,false,1.0,25,218,true,3,0.19047619047619047,0.0,false,false,false,false,true,4,1.0,0.006351194203417122,0.0,0.0,0.0,8.945343948474819E-4,1.789068789694964E-4,5,0.4,0.0,0.2,0.0,unrefactored
2,0,true,true,0.14482758620689656,21,111,true,7,0.0,0.0,true,true,true,true,false,7,1.0,0.10000894534394847,0.017857142857142856,1.789068789694964E-4,0.0,0.04168530279989265,0.00916897754718669,30,0.0,0.0,0.36666666666666664,0.0,unrefactored
3,3,true,false,1.0,16,41,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.10000894534394847,0.044642857142857144,3.1308703819661864E-4,0.0,0.06114142588782539,0.014402003757044458,7,0.2857142857142857,0.0,0.14285714285714285,0.0,unrefactored
2,1,true,false,1.0,57,262,false,1,0.5238095238095238,0.047619047619047616,false,false,false,false,true,8,1.0,0.10000894534394847,0.008928571428571428,8.94534394847482E-5,4.47267197423741E-5,0.043876912067268986,0.011897307451471509,56,0.0,0.08928571428571429,0.35714285714285715,0.017857142857142856,unrefactored
2,0,false,false,1.0,63,466,true,24,0.0784313725490196,0.0,false,false,false,false,false,5,0.03436988543371522,0.10000894534394847,0.017857142857142856,1.789068789694964E-4,4.47267197423741E-5,0.04902048483764201,0.011897307451471509,0,-1,-1,-1,-1,unrefactored
4,10,true,false,1.0,29,68,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.6836031845424457E-4,4.47267197423741E-5,0.05546113248054388,0.015251811432149567,13,0.9230769230769231,0.0,0.07692307692307693,0.0,unrefactored
2,0,true,false,1.0,49,219,true,17,0.0967741935483871,0.0,false,true,true,true,true,9,1.0,0.10000894534394847,0.0,0.0,0.0,0.04588961445567582,0.010868592897396905,25,0.0,0.0,0.56,0.04,unrefactored
2,0,false,false,1.0,13,118,true,3,0.09090909090909091,0.09090909090909091,false,false,false,false,true,2,1.0,0.06820824760712049,0.0,0.0,0.0,0.02643349136774309,0.005948653725735754,0,-1,-1,-1,-1,unrefactored
3,3,true,false,1.0,57,279,false,1,0.3684210526315789,0.05263157894736842,false,true,true,false,true,7,1.0,0.10000894534394847,0.044642857142857144,3.578137579389928E-4,4.47267197423741E-5,0.02339207442526165,0.005054119330888273,29,0.6551724137931034,0.0,0.3448275862068966,0.0,unrefactored
8,376,true,false,1.0,28,46,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.09853296359245013,0.026785714285714284,1.3418015922712228E-4,4.47267197423741E-5,0.045039806780570714,0.011628947133017264,7,0.7142857142857143,0.0,0.14285714285714285,0.0,unrefactored
2,0,true,true,0.06748466257668712,11,96,true,3,0.09090909090909091,0.0,true,true,true,true,false,8,1.0,0.10000894534394847,0.03571428571428571,8.050809553627337E-4,8.94534394847482E-5,0.057831648626889706,0.017219787100814028,20,0.0,0.1,0.2,0.0,unrefactored
2,3,true,false,1.0,35,76,false,0,0.5,0.0,false,false,false,false,true,0,1.0,0.10000894534394847,0.08035714285714286,0.0010287145540746041,2.2363359871187046E-4,0.053940424009303156,0.013015475445030861,47,0.0,0.0,0.02127659574468085,0.0,unrefactored
2,0,true,false,1.0,35,341,false,0,0.46875,0.0,false,false,false,false,true,4,1.0,0.10000894534394847,0.044642857142857144,0.0013418015922712228,2.2363359871187046E-4,0.04365327846855711,0.011763127292244387,4,0.0,0.0,0.25,0.0,unrefactored
3,0,true,false,1.0,32,239,true,2,0.3076923076923077,0.038461538461538464,false,false,false,false,true,2,1.0,0.07867430002683604,0.03571428571428571,2.2363359871187046E-4,8.94534394847482E-5,0.009750424903837552,0.001386528312013597,0,-1,-1,-1,-1,unrefactored
2,0,false,false,1.0,21,83,true,4,0.1111111111111111,0.0,false,false,false,false,false,4,0.0761904761904762,0.10000894534394847,0.026785714285714284,0.0010287145540746041,4.0254047768136685E-4,0.04351909830932999,0.010152965381518919,29,0.0,0.0,0.13793103448275862,0.0,unrefactored
5,22,true,false,1.0,12,91,false,0,0.09090909090909091,0.0,false,true,true,false,true,3,1.0,0.10000894534394847,0.026785714285714284,0.0012076214330441004,3.578137579389928E-4,0.04083549512478755,0.009571518024868057,51,0.803921568627451,0.0,0.43137254901960786,0.0,unrefactored
2,12,true,false,1.0,24,198,true,11,0.0,0.0,false,true,true,false,false,6,1.0,0.10000894534394847,0.03571428571428571,0.0016101619107254674,1.3418015922712228E-4,0.04978083907326237,0.011673673852759638,5,0.0,0.2,0.2,0.0,unrefactored
4,0,false,true,0.75,9,94,true,4,0.1111111111111111,0.0,true,false,false,false,false,2,0.3921259842519686,0.10000894534394847,0.026785714285714284,4.4726719742374093E-4,1.789068789694964E-4,0.04486089990160122,0.010958046336881654,0,-1,-1,-1,-1,unrefactored
3,0,true,true,0.56,14,135,true,3,0.14285714285714285,0.0,true,false,false,false,true,2,1.0,0.10000894534394847,0.03571428571428571,3.1308703819661864E-4,8.94534394847482E-5,0.01113695321585115,0.0020574291081492083,0,-1,-1,-1,-1,unrefactored
12,95,true,true,0.1746031746031746,22,69,true,11,0.2777777777777778,0.0,true,true,true,false,true,3,1.0,0.10000894534394847,0.0,0.0,0.0,0.05604257983719474,0.01739869397978352,36,0.9722222222222222,0.1388888888888889,0.25,0.0,unrefactored
2,0,false,true,0.6071428571428571,34,131,true,19,0.12121212121212122,0.0,true,false,false,false,false,4,0.10093167701863354,0.10000894534394847,0.03571428571428571,2.2363359871187046E-4,0.0,0.043116557831648625,0.012478754808122373,10,0.0,0.0,0.4,0.0,unrefactored
4,0,true,false,1.0,23,197,true,7,0.6,0.0,false,false,false,false,true,5,1.0,0.10000894534394847,0.026785714285714284,1.789068789694964E-4,4.47267197423741E-5,0.05474550496466589,0.014178370158332588,82,0.5365853658536586,0.06097560975609756,0.17073170731707318,0.0,unrefactored
6,23,true,false,1.0,39,115,false,0,0.1,0.3,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,8.94534394847482E-5,0.040701314965560426,0.00894534394847482,23,0.7391304347826086,0.0,0.043478260869565216,0.0,unrefactored
2,1,true,false,1.0,34,105,false,0,0.1,0.3,false,true,true,false,true,0,1.0,0.10000894534394847,0.0,0.0,0.0,0.011942034171213884,0.0012970748725288487,2,0.0,0.0,0.5,0.0,unrefactored
37,1166,true,false,1.0,14,160,false,0,0.46153846153846156,0.0,false,true,true,false,true,3,1.0,0.007022094999552733,0.026785714285714284,4.0254047768136685E-4,8.94534394847482E-5,0.0041148582162984166,9.8398783433223E-4,263,0.6311787072243346,0.13307984790874525,0.19011406844106463,0.022813688212927757,unrefactored
2,0,true,true,0.3937007874015748,50,362,true,13,0.061224489795918366,0.02040816326530612,true,true,true,true,false,11,1.0,0.10000894534394847,0.017857142857142856,0.001475981751498345,4.0254047768136685E-4,0.042579837194740136,0.011897307451471509,12,0.0,0.0,1.0,0.0,unrefactored
2,0,false,false,1.0,11,76,true,11,0.0,0.0,false,false,false,false,false,0,0.08962264150943396,0.10000894534394847,0.03571428571428571,4.91993917166115E-4,0.0,0.0443689059844351,0.010331872260488416,0,-1,-1,-1,-1,unrefactored
4,6,true,false,1.0,31,125,false,0,0.375,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.05357142857142857,9.8398783433223E-4,0.0,0.031934877896055106,0.003846497897844172,8,0.125,0.0,0.125,0.0,unrefactored
2,9,true,false,0.08759124087591241,12,102,false,0,0.0,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.008928571428571428,3.578137579389928E-4,8.94534394847482E-5,0.0631988549959746,0.0172645138205564,28,0.0,0.10714285714285714,0.25,0.03571428571428571,unrefactored
2,11,true,false,1.0,14,66,false,0,0.4,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,0.0,0.06512210394489668,0.018606315412827625,5,0.0,0.0,0.4,0.0,unrefactored
2,0,false,true,0.16379310344827586,38,232,true,17,0.0,0.0,true,false,false,false,false,8,0.08163265306122448,0.10000894534394847,0.044642857142857144,8.050809553627337E-4,3.1308703819661864E-4,0.04486089990160122,0.012165667769925753,44,0.0,0.045454545454545456,0.29545454545454547,0.022727272727272728,unrefactored
2,0,false,false,1.0,60,465,true,20,0.07692307692307693,0.019230769230769232,false,false,false,false,false,1,0.7142857142857143,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,4.47267197423741E-5,0.0481706771625369,0.01212094105018338,28,0.0,0.0,0.17857142857142858,0.03571428571428571,unrefactored
2,0,false,false,1.0,212,703,true,206,0.0,0.0,false,false,false,false,false,102,0.5789473684210527,0.080105555058592,0.026785714285714284,7.603542356203596E-4,4.4726719742374093E-4,0.04499508006082834,0.011226406655335898,0,-1,-1,-1,-1,unrefactored
2,0,false,false,1.0,19,162,true,9,0.19047619047619047,0.0,false,false,false,false,false,6,0.0016474464579901153,0.10000894534394847,0.03571428571428571,1.789068789694964E-4,0.0,0.03913587977457733,0.009660971464352804,0,-1,-1,-1,-1,unrefactored
2,0,false,false,1.0,44,332,true,9,0.0625,0.0,false,false,false,false,false,2,0.12424242424242424,0.10000894534394847,0.017857142857142856,8.94534394847482E-5,0.0,0.062035960282672865,0.011986760890956258,16,0.0,0.0,0.3125,0.0625,unrefactored
2,0,false,false,1.0,12,94,true,6,0.0,0.0,false,false,false,false,false,3,0.1165644171779141,0.10000894534394847,0.03571428571428571,8.945343948474819E-4,1.3418015922712228E-4,0.06539046426335092,0.01704088022184453,6,0.0,0.0,0.6666666666666666,0.0,unrefactored
2,0,true,false,1.0,13,136,false,1,0.75,0.0,false,false,false,false,true,1,0.7307692307692307,0.10000894534394847,0.026785714285714284,3.1308703819661864E-4,4.47267197423741E-5,0.05805528222560157,0.01332856248322748,15,0.0,0.0,0.9333333333333333,0.0,unrefactored
2,0,false,true,0.7,14,101,true,6,0.14285714285714285,0.0,true,false,false,false,false,4,0.009933774834437087,0.04016459432865194,0.008928571428571428,3.578137579389928E-4,2.2363359871187046E-4,0.01833795509437338,0.004070131496556042,0,-1,-1,-1,-1,unrefactored
5,185,false,true,0.2894736842105263,11,104,true,5,0.1,0.0,true,false,false,false,true,7,1.0,0.10000894534394847,0.0,0.0,0.0,0.0467841488505233,0.012657661687091868,59,0.4915254237288136,0.01694915254237288,0.3728813559322034,0.0,unrefactored
2,6,true,false,1.0,17,154,false,0,0.25,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.026785714285714284,0.0012970748725288487,2.6836031845424457E-4,0.04893103139815726,0.013373289202969854,14,0.0,0.07142857142857142,0.21428571428571427,0.0,unrefactored
2,1,true,false,1.0,54,326,true,1,0.4230769230769231,0.038461538461538464,false,true,true,false,true,9,1.0,0.011539493693532516,0.017857142857142856,3.1308703819661864E-4,0.0,0.0016101619107254674,2.2363359871187046E-4,11,0.0,0.09090909090909091,0.09090909090909091,0.0,unrefactored
3,0,true,false,1.0,20,170,true,1,0.3333333333333333,0.0,false,false,false,false,true,3,1.0,0.10000894534394847,0.07142857142857142,5.814473566508633E-4,1.3418015922712228E-4,0.01529653815189194,0.0016101619107254674,5,0.4,0.0,0.2,0.0,unrefactored
2,9,true,false,0.8266666666666667,62,289,true,10,0.05405405405405406,0.0,false,false,false,false,false,21,1.0,0.10000894534394847,0.03571428571428571,4.91993917166115E-4,1.3418015922712228E-4,0.04217729671705877,0.012389301368637624,40,0.0,0.075,0.325,0.0,unrefactored
2,1,true,false,1.0,24,85,false,0,0.1,0.3,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.6836031845424457E-4,1.3418015922712228E-4,0.0407460416853028,0.008811163789247697,8,0.0,0.0,0.125,0.0,unrefactored
3,0,true,false,0.06766917293233082,9,89,false,0,0.0,0.0,false,true,true,true,false,3,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,4.47267197423741E-5,0.046471061812326686,0.013060202164773235,4,0.0,0.0,1.0,0.0,unrefactored
5,88,false,false,1.0,11,93,true,3,0.5,0.0,false,false,false,false,false,0,0.7887323943661972,0.10000894534394847,0.0,0.0,0.0,0.0407460416853028,0.0015207084712407191,19,0.6842105263157895,0.0,0.3684210526315789,0.0,unrefactored
4,64,true,false,0.5555555555555556,25,130,true,9,0.05,0.0,false,true,true,false,false,2,1.0,0.10000894534394847,0.044642857142857144,8.498076751051078E-4,4.47267197423741E-5,0.015922712228285178,0.0013418015922712228,189,0.2275132275132275,0.031746031746031744,0.2857142857142857,0.015873015873015872,unrefactored
2,0,true,true,0.031578947368421054,9,86,true,2,0.0,0.0,true,true,true,true,false,5,1.0,0.10000894534394847,0.044642857142857144,0.0010734412738169783,3.1308703819661864E-4,0.04047768136684855,0.011852580731729135,1,0.0,0.0,1.0,0.0,unrefactored
2,0,true,true,0.0660377358490566,7,61,true,1,0.7142857142857143,0.0,true,true,true,true,false,3,1.0,0.10000894534394847,0.044642857142857144,3.578137579389928E-4,4.47267197423741E-5,0.05116736738527596,0.0016996153502102157,16,0.0,0.0625,0.25,0.0,unrefactored
5,78,true,false,1.0,12,110,true,12,0.0,0.0,false,true,true,false,false,0,1.0,0.10000894534394847,0.044642857142857144,0.0012523481527864746,2.6836031845424457E-4,0.04991501923248949,0.013910009839878343,83,0.9036144578313253,0.024096385542168676,0.20481927710843373,0.012048192771084338,unrefactored
2,0,false,true,0.2916666666666667,14,96,true,5,0.09090909090909091,0.0,true,false,false,false,false,7,0.0016474464579901153,0.10000894534394847,0.044642857142857144,8.945343948474819E-4,1.789068789694964E-4,0.03904642633509259,0.009571518024868057,0,-1,-1,-1,-1,unrefactored
2,1,true,false,1.0,29,94,false,0,0.6,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.05357142857142857,0.001878522229179712,4.0254047768136685E-4,0.06950532247964934,0.018740495572054747,23,0.0,0.043478260869565216,0.17391304347826086,0.0,unrefactored
2,1,true,false,1.0,32,93,false,0,0.5,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.08035714285714286,0.0013418015922712228,4.0254047768136685E-4,0.04463726630288935,0.007692995795688344,2,0.0,0.0,0.5,0.0,unrefactored
12,48,true,false,1.0,26,308,false,0,0.6,0.0,false,false,false,false,true,4,1.0,0.10000894534394847,0.008928571428571428,8.94534394847482E-5,0.0,0.0074693621969764736,0.001475981751498345,89,1.0,0.14606741573033707,0.21348314606741572,0.011235955056179775,unrefactored
3,3,true,false,1.0,10,51,false,0,0.25,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.026785714285714284,3.1308703819661864E-4,8.94534394847482E-5,0.04656051525181143,0.011405313534305394,3,0.0,0.0,0.6666666666666666,0.0,unrefactored
4,77,true,false,1.0,17,127,true,2,0.07142857142857142,0.0,false,true,true,false,false,1,1.0,0.10000894534394847,0.03571428571428571,0.0012970748725288487,2.2363359871187046E-4,0.06100724572859827,0.016906700062617408,5,0.0,0.0,1.0,0.0,unrefactored
3,3,true,true,0.43243243243243246,16,146,true,1,0.42857142857142855,0.0,true,true,true,false,true,4,1.0,0.10000894534394847,0.03571428571428571,2.2363359871187046E-4,1.789068789694964E-4,0.043876912067268986,0.011852580731729135,0,-1,-1,-1,-1,unrefactored
2,1,true,false,1.0,47,340,false,0,0.4857142857142857,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.008928571428571428,4.47267197423741E-5,0.0,0.04673942213078093,0.011002773056624027,59,0.0,0.1016949152542373,0.2542372881355932,0.01694915254237288,unrefactored
7,406,true,false,1.0,8,81,false,0,0.5,0.0,false,true,true,false,false,1,1.0,0.10000894534394847,0.026785714285714284,0.0016996153502102157,6.709007961356114E-4,0.04047768136684855,0.007111548439037481,20,0.45,0.0,0.4,0.0,unrefactored
5,41,true,false,1.0,26,66,false,1,0.375,0.0,false,true,true,false,true,1,1.0,0.02151355219608194,0.008928571428571428,1.789068789694964E-4,0.0,0.008766437069505322,0.00196797566866446,30,0.26666666666666666,0.0,0.03333333333333333,0.0,unrefactored
2,0,true,false,1.0,12,121,false,0,0.45454545454545453,0.0,false,false,false,false,true,2,1.0,0.10000894534394847,0.0625,6.261740763932373E-4,1.789068789694964E-4,0.05156990786295733,0.016012165667769925,4,0.0,0.0,0.25,0.0,unrefactored
2,7,true,false,1.0,35,165,true,13,0.0967741935483871,0.0,false,false,false,false,false,1,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,8.94534394847482E-5,0.048260130602021646,0.012255121209410502,36,0.0,0.0,0.3888888888888889,0.0,unrefactored
2,0,false,false,1.0,38,150,true,14,0.0,0.0,false,false,false,false,false,1,0.09247648902821316,0.10000894534394847,0.03571428571428571,4.91993917166115E-4,8.94534394847482E-5,0.040701314965560426,0.008363896591823955,4,0.0,0.0,0.5,0.0,unrefactored
2,1,true,false,1.0,22,76,false,1,0.42857142857142855,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.0625,0.0015207084712407191,5.814473566508633E-4,0.0644064764290187,0.018829949011539494,36,0.0,0.027777777777777776,0.2222222222222222,0.0,unrefactored
2,0,false,false,1.0,36,230,true,6,0.06451612903225806,0.0,false,false,false,false,false,0,0.0953125,0.10000894534394847,0.008928571428571428,1.3418015922712228E-4,0.0,0.041998389838089276,0.011942034171213884,4,0.0,0.0,0.25,0.0,unrefactored
2,0,true,true,0.13131313131313133,13,109,true,4,0.38461538461538464,0.0,true,true,true,true,false,5,1.0,0.06413811611056446,0.026785714285714284,0.003220323821450935,9.39261114589856E-4,0.024868056176759995,0.006485374362644244,14,0.0,0.07142857142857142,0.07142857142857142,0.0,unrefactored
2,0,false,false,1.0,17,142,true,6,0.3125,0.0,false,false,false,false,false,0,1.0,0.08636729582252438,0.008928571428571428,4.47267197423741E-5,4.47267197423741E-5,0.042624563914482515,0.010197692101261294,15,0.0,0.06666666666666667,0.3333333333333333,0.0,unrefactored
2,0,true,false,0.9642857142857143,27,341,true,12,0.4230769230769231,0.0,false,false,false,false,false,2,1.0,0.10000894534394847,0.0,0.0,0.0,9.8398783433223E-4,4.4726719742374093E-4,12,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,unrefactored
8,0,false,true,0.14084507042253522,10,87,true,3,0.3333333333333333,0.0,true,false,false,false,false,3,0.47370796659896147,0.10000894534394847,0.03571428571428571,0.0011181679935593524,2.2363359871187046E-4,0.04459253958314697,0.010555505859200287,37,0.7297297297297297,0.08108108108108109,0.2702702702702703,0.0,unrefactored
2,8,true,false,1.0,17,40,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.03985150729045532,0.03571428571428571,0.0018337955094373378,3.578137579389928E-4,0.022542266750156543,0.0049199391716611505,5,0.0,0.0,0.2,0.0,unrefactored
2,0,false,true,0.13592233009708737,14,90,true,5,0.15384615384615385,0.0,true,false,false,false,false,6,0.10697674418604651,0.10000894534394847,0.05357142857142857,5.814473566508633E-4,3.1308703819661864E-4,0.04924411843635388,0.012523481527864746,2,0.0,0.0,0.0,0.0,unrefactored
2,0,false,false,1.0,11,70,true,3,0.0,0.0,false,false,false,false,false,1,0.041050903119868636,0.10000894534394847,0.044642857142857144,7.603542356203596E-4,1.789068789694964E-4,0.049557205474550496,0.010868592897396905,2,0.0,0.0,0.0,0.0,unrefactored
2,23,true,false,1.0,10,77,false,0,0.5555555555555556,0.0,false,true,true,false,true,6,1.0,0.10000894534394847,0.03571428571428571,2.2363359871187046E-4,4.47267197423741E-5,0.045755434296448697,0.01332856248322748,21,0.0,0.14285714285714285,0.2857142857142857,0.0,unrefactored
2,0,false,true,0.11594202898550725,16,72,true,4,0.0,0.0,false,false,false,false,true,10,1.0,4.47267197423741E-5,0.0,0.0,0.0,4.47267197423741E-5,4.47267197423741E-5,0,-1,-1,-1,-1,unrefactored
4,51,true,false,1.0,29,150,false,0,0.3125,0.0,false,true,true,false,false,5,1.0,4.47267197423741E-5,0.0,4.47267197423741E-5,4.47267197423741E-5,4.47267197423741E-5,4.47267197423741E-5,2,0.0,0.5,0.5,0.0,unrefactored
4,51,true,false,1.0,29,150,false,0,0.3125,0.0,false,true,true,false,false,5,1.0,0.029966902227390645,0.008928571428571428,7.156275158779856E-4,0.0,0.015162357992664818,0.003354503980678057,2,0.0,0.5,0.5,0.0,unrefactored
3,3,true,false,1.0,78,207,false,0,0.3333333333333333,0.0,false,true,true,false,true,6,1.0,0.10000894534394847,0.0625,0.0024599695858305752,8.94534394847482E-5,0.055684766079255744,0.002773056624027194,13,0.9230769230769231,0.0,0.07692307692307693,0.0,unrefactored
2,5,true,false,1.0,43,334,true,20,0.0,0.0,false,true,true,false,false,2,1.0,0.10000894534394847,0.044642857142857144,7.603542356203596E-4,1.789068789694964E-4,0.061365059486537255,0.010421325699973163,3,0.0,0.0,0.3333333333333333,0.0,unrefactored
2,1,true,false,1.0,25,54,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.10000894534394847,0.08035714285714286,0.0010287145540746041,1.789068789694964E-4,0.055863672958225245,0.012657661687091868,5,0.0,0.0,0.2,0.0,unrefactored
2,0,true,false,0.0625,10,82,false,0,0.42857142857142855,0.0,false,true,true,true,true,5,1.0,0.10000894534394847,0.03571428571428571,5.367206369084891E-4,4.47267197423741E-5,0.04231147687628589,0.01136058681456302,22,0.0,0.13636363636363635,0.13636363636363635,0.0,unrefactored
2,0,false,false,0.5769230769230769,15,103,true,9,0.0,0.0,false,false,false,false,true,10,1.0,0.10000894534394847,0.0,0.0,0.0,0.004293765095267913,4.4726719742374093E-4,0,-1,-1,-1,-1,unrefactored
2,0,true,true,0.18518518518518517,10,94,true,5,0.0,0.0,true,false,false,false,false,7,0.926829268292683,0.10000894534394847,0.03571428571428571,5.814473566508633E-4,1.3418015922712228E-4,0.041238035602468914,0.011271133375078271,1,0.0,0.0,0.0,0.0,unrefactored
3,3,true,false,1.0,27,111,false,0,0.7142857142857143,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.11607142857142858,0.001475981751498345,3.1308703819661864E-4,0.05711602111101172,0.013239109043742732,5,0.6,0.0,0.2,0.0,unrefactored
2,1,true,false,1.0,18,88,false,0,0.2857142857142857,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.07142857142857142,0.002415242866088201,0.0010287145540746041,0.05930763037838805,0.017845961177207263,7,0.0,0.0,0.14285714285714285,0.0,unrefactored
2,0,false,false,1.0,17,130,true,6,0.058823529411764705,0.058823529411764705,false,false,false,false,false,0,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,8.94534394847482E-5,0.04866267107970301,0.012702388406834244,21,0.0,0.0,0.2857142857142857,0.0,unrefactored
4,72,true,false,1.0,33,177,true,1,0.5789473684210527,0.0,false,true,true,false,true,7,1.0,0.06333303515520172,0.026785714285714284,1.3418015922712228E-4,4.47267197423741E-5,0.0271043921638787,0.007514088916718848,23,0.9130434782608695,0.043478260869565216,0.17391304347826086,0.0,unrefactored
2,0,false,true,0.30434782608695654,14,163,true,3,0.0,0.2,true,false,false,false,false,5,0.01824212271973466,0.10000894534394847,0.0625,0.0030861436622238126,7.156275158779856E-4,0.04150639592092316,0.009974058502549423,0,-1,-1,-1,-1,unrefactored
2,0,false,false,1.0,56,429,true,5,0.125,0.0,false,false,false,false,false,2,0.09105180533751962,0.10000894534394847,0.05357142857142857,0.0025494230253153235,4.91993917166115E-4,0.04096967528401467,0.009213704266929064,41,0.0,0.0975609756097561,0.21951219512195122,0.0,unrefactored
2,10,true,false,1.0,18,141,false,0,0.25,0.0,false,true,true,false,true,1,1.0,0.003488684139905179,0.008928571428571428,4.47267197423741E-5,4.47267197423741E-5,0.001923248948922086,5.814473566508633E-4,27,0.0,0.07407407407407407,0.1111111111111111,0.0,unrefactored
2,0,false,false,1.0,40,167,true,7,0.13636363636363635,0.0,false,false,false,false,false,0,0.09105180533751962,0.10000894534394847,0.03571428571428571,0.0011181679935593524,1.789068789694964E-4,0.04173002951963503,0.009526791305125681,4,0.0,0.0,0.25,0.0,unrefactored
3,22,true,false,1.0,29,48,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,8.94534394847482E-5,0.039404240093031576,0.00840862331156633,5,0.2,0.0,0.2,0.0,unrefactored
2,0,false,true,0.14130434782608695,13,99,true,5,0.08333333333333333,0.0,true,false,false,false,false,4,0.0016474464579901153,0.021468825476339565,0.017857142857142856,2.2363359871187046E-4,0.0,0.010510779139457912,0.0021916092673763305,0,-1,-1,-1,-1,unrefactored
2,0,true,false,1.0,13,121,false,0,0.5,0.0,false,false,false,false,true,1,1.0,0.10000894534394847,0.026785714285714284,1.789068789694964E-4,0.0,0.042535110474997764,0.009705698184095179,4,0.0,0.0,0.25,0.0,unrefactored
2,0,false,true,0.0695364238410596,21,127,true,12,0.047619047619047616,0.0,true,false,false,false,false,5,0.7009345794392523,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,4.47267197423741E-5,0.026165131049288845,0.001923248948922086,0,-1,-1,-1,-1,unrefactored
2,0,false,false,0.33962264150943394,18,107,true,5,0.3333333333333333,0.0,false,false,false,false,false,4,0.009933774834437087,0.10000894534394847,0.03571428571428571,5.814473566508633E-4,1.789068789694964E-4,0.043116557831648625,0.010868592897396905,1,0.0,0.0,1.0,0.0,unrefactored
2,0,false,false,1.0,19,115,true,6,0.0,0.0,false,false,false,false,false,1,0.142433234421365,0.10000894534394847,0.125,0.004293765095267913,0.0012523481527864746,0.05045173986939798,0.003354503980678057,15,0.0,0.0,0.3333333333333333,0.0,unrefactored
2,1,true,false,1.0,12,69,false,0,0.42857142857142855,0.0,false,true,true,false,true,5,1.0,0.10000894534394847,0.026785714285714284,0.001878522229179712,7.156275158779856E-4,0.04588961445567582,0.011852580731729135,3,0.0,0.0,0.3333333333333333,0.0,unrefactored
2,0,true,false,1.0,32,70,false,0,0.3333333333333333,0.0,false,false,false,false,true,1,1.0,0.10000894534394847,0.03571428571428571,6.261740763932373E-4,2.6836031845424457E-4,0.05487968512389301,0.016235799266481797,0,-1,-1,-1,-1,unrefactored
2,0,true,false,0.6,12,79,true,2,0.36363636363636365,0.0,false,false,false,false,false,4,1.0,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,4.47267197423741E-5,0.0421325699973164,0.011897307451471509,8,0.0,0.125,0.25,0.0,unrefactored
2,1,true,true,0.08108108108108109,6,55,false,0,0.5,0.0,true,true,true,false,true,8,1.0,0.10000894534394847,0.044642857142857144,0.0015207084712407191,2.6836031845424457E-4,0.0481706771625369,0.011226406655335898,4,0.0,0.0,1.0,0.0,unrefactored
